PlayKey,time,event,x,y,dir,dis,o,s
43540-3-70,15.1,,50.47,29.7,266.82,0.04,177.94,0.38
43540-3-70,15.2,line_set,50.45,29.69,267.07,0.03,178.97,0.33
43540-3-70,15.3,,50.43,29.7,267.1,0.01,180.16,0.28
43540-3-70,15.4,,50.43,29.7,267.57,0.0,181.39,0.23
43540-3-70,15.5,,50.43,29.7,269.1,0.0,182.49,0.19
43540-3-70,15.6,,50.42,29.71,270.95,0.01,183.57,0.15
43540-3-70,15.7,,50.41,29.71,273.63,0.01,184.54,0.12
43540-3-70,15.8,,50.41,29.71,276.23,0.01,185.52,0.09
43540-3-70,15.9,,50.4,29.71,278.28,0.0,186.34,0.06
43540-3-70,16.0,,50.4,29.71,288.25,0.0,187.03,0.04
43540-3-70,16.1,,50.41,29.72,301.53,0.0,187.57,0.03
43540-3-70,16.2,,50.41,29.72,303.06,0.0,188.04,0.02
43540-3-70,16.3,,50.41,29.72,305.5,0.0,188.38,0.02
43540-3-70,16.4,,50.41,29.72,297.31,0.0,188.61,0.01
43540-3-70,16.5,,50.41,29.72,293.36,0.0,188.76,0.01
43540-3-70,16.6,,50.41,29.72,287.43,0.0,188.89,0.0
43540-3-70,16.7,,50.41,29.72,256.0,0.0,189.03,0.0
43540-3-70,16.8,,50.41,29.72,180.4,0.0,189.16,0.0
43540-3-70,16.9,,50.41,29.72,176.16,0.0,189.28,0.0
43540-3-70,17.0,,50.41,29.72,179.54,0.0,189.37,0.01
43540-3-70,17.1,,50.41,29.72,181.45,0.0,189.44,0.01
43540-3-70,17.2,,50.41,29.72,180.48,0.0,189.51,0.01
43540-3-70,17.3,,50.41,29.71,181.19,0.0,189.58,0.01
43540-3-70,17.4,,50.4,29.71,180.33,0.0,189.64,0.01
43540-3-70,17.5,,50.4,29.71,179.19,0.0,189.71,0.01
43540-3-70,17.6,,50.4,29.71,178.39,0.0,189.79,0.01
43540-3-70,17.7,,50.4,29.71,178.47,0.0,189.87,0.02
43540-3-70,17.8,,50.41,29.71,179.82,0.0,189.96,0.02
43540-3-70,17.9,,50.41,29.71,181.23,0.0,190.05,0.02
43540-3-70,18.0,,50.41,29.7,182.28,0.0,190.14,0.02
43540-3-70,18.1,,50.41,29.7,183.07,0.0,190.22,0.02
43540-3-70,18.2,,50.41,29.7,183.85,0.0,190.3,0.02
43540-3-70,18.3,,50.41,29.7,185.02,0.0,190.38,0.02
43540-3-70,18.4,,50.41,29.7,185.43,0.0,190.47,0.02
43540-3-70,18.5,,50.41,29.69,184.45,0.0,190.56,0.02
43540-3-70,18.6,,50.41,29.69,181.42,0.0,190.65,0.02
43540-3-70,18.7,,50.41,29.69,175.56,0.0,190.73,0.01
43540-3-70,18.8,,50.41,29.69,165.2,0.0,190.79,0.01
43540-3-70,18.9,,50.4,29.69,150.03,0.0,190.83,0.01
43540-3-70,19.0,,50.4,29.69,130.36,0.0,190.83,0.02
43540-3-70,19.1,,50.4,29.68,102.25,0.0,190.78,0.03
43540-3-70,19.2,,50.4,29.68,84.6,0.0,190.68,0.12
43540-3-70,19.3,,50.4,29.68,80.03,0.0,190.53,0.38
43540-3-70,19.4,,50.4,29.68,80.09,0.0,190.3,0.66
43540-3-70,19.5,,50.4,29.68,80.43,0.0,189.82,0.89
43540-3-70,19.6,ball_snap,50.41,29.68,79.55,0.0,188.07,1.09
43540-3-70,19.7,,50.41,29.68,79.06,0.0,183.16,1.26
43540-3-70,19.8,,50.42,29.68,78.68,0.01,178.26,1.44
43540-3-70,19.9,,50.43,29.68,78.51,0.01,173.53,1.63
43540-3-70,20.0,,50.46,29.69,78.31,0.03,168.17,1.83
43540-3-70,20.1,,50.63,29.72,78.29,0.17,162.58,2.02
43540-3-70,20.2,,51.07,29.81,78.25,0.46,157.28,2.21
43540-3-70,20.3,,51.57,29.9,78.22,0.5,152.68,2.4
43540-3-70,20.4,,51.99,29.96,78.31,0.43,327.13,2.57
43540-3-70,20.5,,52.33,30.05,78.27,0.35,321.77,2.73
43540-3-70,20.6,,52.64,30.12,78.13,0.31,317.98,2.86
43540-3-70,20.7,,52.94,30.2,77.95,0.31,314.64,2.99
43540-3-70,20.8,handoff,53.28,30.27,77.88,0.34,309.62,3.1
43540-3-70,20.9,,53.62,30.35,77.91,0.36,297.38,3.17
43540-3-70,21.0,,53.97,30.42,77.89,0.36,281.24,3.14
43540-3-70,21.1,,54.31,30.49,77.86,0.34,266.91,2.93
43540-3-70,21.2,,54.62,30.56,77.43,0.33,254.22,2.67
43540-3-70,21.3,,54.93,30.62,76.79,0.31,242.75,2.44
43540-3-70,21.4,,55.21,30.68,76.68,0.29,232.18,2.24
43540-3-70,21.5,,55.46,30.74,76.57,0.25,222.7,2.04
43540-3-70,21.6,,55.69,30.81,76.38,0.24,214.17,1.82
43540-3-70,21.7,first_contact,55.89,30.86,76.16,0.21,206.89,1.58
43540-3-70,21.8,,56.04,30.88,76.58,0.16,200.23,1.31
43540-3-70,21.9,,56.16,30.91,76.29,0.12,194.35,1.04
43540-3-70,22.0,,56.22,30.92,74.59,0.06,189.24,0.78
43540-3-70,22.1,,56.27,30.95,72.02,0.05,184.57,0.53
43540-3-70,22.2,,56.27,30.96,64.17,0.02,180.58,0.28
43540-3-70,22.3,,56.25,30.97,9.95,0.02,177.07,0.11
43540-3-70,22.4,,56.21,30.97,280.32,0.05,174.47,0.21
43540-3-70,22.5,,56.13,30.97,269.86,0.08,172.55,0.41
43540-3-70,22.6,,56.03,30.95,266.92,0.1,171.3,0.61
43540-3-70,22.7,,55.92,30.9,266.31,0.12,170.33,0.77
43540-3-70,22.8,,55.8,30.87,265.89,0.13,169.95,0.91
43540-3-70,22.9,,55.66,30.87,266.06,0.14,169.86,1.01
43540-3-70,23.0,,55.52,30.85,266.0,0.14,170.42,1.12
43540-3-70,23.1,,55.38,30.84,266.08,0.14,171.33,1.19
43540-3-70,23.2,,55.24,30.82,266.3,0.15,172.29,1.25
43540-3-70,23.3,,55.09,30.81,266.64,0.15,173.36,1.28
43540-3-70,23.4,,54.94,30.8,266.87,0.14,174.31,1.29
43540-3-70,23.5,,54.8,30.8,267.41,0.14,175.11,1.29
43540-3-70,23.6,,54.67,30.79,268.72,0.14,176.03,1.27
43540-3-70,23.7,,54.53,30.79,269.56,0.13,177.07,1.24
43540-3-70,23.8,,54.4,30.8,269.66,0.13,178.35,1.2
43540-3-70,23.9,,54.26,30.81,269.96,0.14,179.79,1.16
43540-3-70,24.0,,54.14,30.82,270.35,0.13,181.31,1.11
43540-3-70,24.1,,54.02,30.83,270.85,0.12,182.65,1.04
43540-3-70,24.2,,53.9,30.84,270.73,0.11,183.74,0.97
43540-3-70,24.3,,53.8,30.84,270.15,0.1,184.73,0.9
43540-3-70,24.4,,53.71,30.84,269.6,0.09,185.65,0.82
43540-3-70,24.5,,53.63,30.85,268.62,0.08,186.67,0.74
43540-3-70,24.6,,53.56,30.85,267.24,0.07,187.72,0.66
43540-3-70,24.7,tackle,53.49,30.85,264.46,0.06,188.96,0.57
43540-3-70,24.8,,53.43,30.85,259.78,0.06,189.99,0.49
43540-3-70,24.9,,53.39,30.85,252.45,0.04,191.06,0.41
43540-3-70,25.0,,53.36,30.85,242.28,0.03,191.93,0.34
43540-3-70,25.1,,53.34,30.83,228.68,0.02,192.86,0.29
43540-3-70,25.2,,53.33,30.81,212.76,0.02,193.89,0.26
43540-3-70,25.3,,53.33,30.79,195.36,0.02,195.36,0.24
43540-3-70,25.4,,53.33,30.76,179.46,0.02,197.28,0.25
43540-3-70,25.5,,53.35,30.73,166.57,0.03,199.21,0.28
43540-3-70,25.6,,53.37,30.7,157.49,0.04,201.2,0.32
43540-3-70,25.7,,53.4,30.65,150.86,0.05,203.18,0.36
43540-3-70,25.8,,53.43,30.59,146.85,0.07,205.16,0.4
43540-3-70,25.9,,53.47,30.54,144.01,0.06,206.95,0.43
43540-3-70,26.0,,53.52,30.5,141.02,0.06,208.72,0.44
43540-3-70,26.1,,53.56,30.45,138.74,0.06,210.3,0.46
43540-3-70,26.2,,53.59,30.42,137.34,0.05,211.86,0.47
43540-3-70,26.3,,53.63,30.39,136.61,0.05,213.16,0.48
43540-3-70,26.4,,53.67,30.36,136.04,0.05,214.13,0.49
43540-3-70,26.5,,53.71,30.32,135.94,0.06,214.64,0.49
43540-3-70,26.6,,53.75,30.28,136.09,0.05,214.88,0.48
43540-3-70,26.7,,53.78,30.25,135.54,0.05,215.05,0.46
43540-3-70,26.8,,53.81,30.22,135.58,0.04,215.0,0.44
43540-3-70,26.9,,53.84,30.21,135.74,0.03,214.61,0.42
43540-3-70,27.0,,53.87,30.19,136.15,0.03,213.99,0.4
43540-3-70,27.1,,53.9,30.17,138.13,0.04,213.14,0.39
43540-3-70,27.2,,53.93,30.14,140.88,0.04,212.32,0.38
43540-3-70,27.3,,53.96,30.1,143.24,0.05,211.47,0.36
43540-3-70,27.4,,53.98,30.06,144.95,0.04,210.51,0.34
43540-3-70,27.5,,54.0,30.02,145.96,0.04,209.52,0.31
43540-3-70,27.6,,54.02,30.0,147.76,0.03,208.3,0.29
43540-3-70,27.7,,54.03,29.98,149.46,0.02,207.05,0.27
43540-3-70,27.8,,54.04,29.96,152.36,0.02,205.61,0.25
43540-3-70,27.9,,54.05,29.93,155.02,0.03,204.25,0.23
43540-3-70,28.0,,54.06,29.9,157.23,0.04,203.24,0.21
43540-3-70,28.1,,54.06,29.86,159.5,0.04,202.57,0.19
43540-3-70,28.2,,54.06,29.84,162.92,0.02,202.14,0.16
43540-3-70,28.3,,54.06,29.82,165.72,0.02,201.83,0.14
43540-3-70,28.4,,54.06,29.81,166.89,0.01,201.36,0.11
43540-3-70,28.5,,54.06,29.81,171.46,0.01,200.86,0.1
43540-3-70,28.6,,54.06,29.8,174.35,0.0,200.41,0.08
43540-3-70,28.7,,54.05,29.81,178.67,0.0,200.04,0.07
43540-3-70,28.8,,54.05,29.81,185.79,0.0,199.92,0.06
43540-3-70,28.9,,54.05,29.81,194.53,0.0,199.88,0.04
43540-3-70,29.0,,54.05,29.81,212.23,0.0,199.9,0.02
43540-3-70,29.1,,54.05,29.82,248.37,0.0,199.81,0.01
43540-3-70,29.2,,54.04,29.82,297.31,0.0,199.5,0.01
43540-3-70,29.3,,54.04,29.82,313.64,0.0,199.07,0.01
43540-3-70,29.4,,54.04,29.82,329.93,0.0,198.61,0.02
43540-3-70,29.5,,54.04,29.83,334.22,0.0,198.21,0.02
43540-3-70,29.6,,54.04,29.83,337.32,0.0,197.87,0.02
43540-3-70,29.7,,54.04,29.83,339.89,0.0,197.57,0.01
43540-3-70,29.8,,54.04,29.83,339.94,0.0,197.3,0.01
43540-3-70,29.9,,54.04,29.83,336.74,0.0,197.06,0.01
43540-3-70,30.0,,54.04,29.83,330.7,0.0,196.84,0.01
43540-3-70,30.1,,54.04,29.83,318.63,0.0,196.62,0.01
43540-3-70,30.2,,54.04,29.83,302.9,0.0,196.42,0.01
43540-3-70,30.3,,54.04,29.83,289.34,0.0,196.21,0.01
43540-3-70,30.4,,54.04,29.83,280.27,0.0,196.01,0.01
43540-3-70,30.5,,54.04,29.83,274.57,0.0,195.8,0.02
43540-3-70,30.6,,54.04,29.83,270.78,0.0,195.6,0.02
43540-3-70,30.7,,54.04,29.83,268.32,0.0,195.39,0.03
43540-3-70,30.8,,54.04,29.83,266.14,0.0,195.18,0.04
43540-3-70,30.9,,54.04,29.83,263.57,0.0,194.96,0.07
43540-3-70,31.0,,54.03,29.83,261.09,0.0,194.73,0.17
43540-3-70,31.1,,54.03,29.83,258.4,0.0,194.49,0.27
43540-3-70,31.2,,54.02,29.83,256.11,0.0,194.21,0.35
43540-3-70,31.3,,54.02,29.83,252.46,0.01,193.78,0.39
43540-3-70,31.4,,54.01,29.83,248.57,0.01,192.9,0.41
43540-3-70,31.5,,54.01,29.83,244.35,0.01,191.54,0.44
43540-3-70,31.6,,54.0,29.83,240.71,0.01,189.96,0.46
43540-3-70,31.7,,53.98,29.83,237.53,0.02,188.33,0.49
43540-3-70,31.8,,53.92,29.82,234.45,0.06,186.71,0.52
43540-3-70,31.9,,53.75,29.79,231.54,0.17,185.07,0.56
43540-3-70,32.0,,53.56,29.73,228.92,0.2,183.4,0.6
43540-3-70,32.1,,53.43,29.68,227.2,0.14,181.78,0.64
43540-3-70,32.2,,53.37,29.62,226.38,0.09,180.17,0.69
43540-3-70,32.3,,53.35,29.56,225.61,0.07,178.49,0.73
43540-3-70,32.4,,53.33,29.49,224.61,0.07,176.72,0.77
43540-3-70,32.5,,53.32,29.43,223.33,0.07,174.98,0.81
43540-3-70,32.6,,53.3,29.36,222.0,0.07,173.51,0.84
43540-3-70,32.7,,53.28,29.29,218.87,0.07,172.41,0.87
43540-3-70,32.8,,53.25,29.21,213.02,0.08,171.35,0.86
43540-3-70,32.9,,53.22,29.13,206.72,0.09,170.05,0.84
43540-3-70,33.0,,53.18,29.05,202.42,0.09,168.4,0.85
43540-3-70,33.1,,53.13,28.98,200.2,0.09,166.48,0.86
43540-3-70,33.2,,53.07,28.91,199.19,0.08,164.06,0.89
43540-3-70,33.3,,53.03,28.84,197.99,0.08,160.89,0.91
43540-3-70,33.4,,53.0,28.77,196.4,0.08,157.06,0.94
43540-3-70,33.5,,52.96,28.7,194.63,0.08,152.79,0.98
43540-3-70,33.6,,52.93,28.6,193.3,0.1,148.17,1.01
43540-3-70,33.7,,52.91,28.49,192.1,0.11,143.13,1.04
43540-3-70,33.8,,52.88,28.38,190.78,0.11,137.59,1.06
43540-3-70,33.9,,52.85,28.28,189.06,0.11,131.74,1.09
43540-3-70,34.0,,52.84,28.16,187.05,0.11,125.8,1.12
43540-3-70,34.1,,52.82,28.05,185.02,0.11,119.82,1.15
43540-3-70,34.2,,52.83,27.93,183.19,0.12,114.1,1.19
43540-3-70,34.3,,52.84,27.8,181.66,0.13,108.73,1.23
43540-3-70,34.4,,52.85,27.66,179.83,0.14,103.82,1.28
43540-3-70,34.5,,52.86,27.52,178.39,0.14,99.52,1.31
43540-3-70,34.6,,52.86,27.38,176.98,0.14,95.87,1.33
43540-3-70,34.7,,52.86,27.25,175.44,0.13,92.82,1.35
43540-3-70,34.8,,52.87,27.11,173.99,0.13,90.25,1.38
43540-3-70,34.9,,52.88,26.98,172.71,0.14,88.15,1.41
43540-3-70,35.0,,52.89,26.84,171.55,0.14,86.55,1.43
43540-3-70,35.1,,52.91,26.7,170.8,0.15,85.18,1.45
43540-3-70,35.2,,52.94,26.55,170.3,0.15,84.07,1.47
43540-3-70,35.3,,52.97,26.4,169.86,0.16,83.24,1.48
43540-3-70,35.4,,53.0,26.25,169.27,0.16,82.46,1.49
43540-3-70,35.5,,53.03,26.1,168.69,0.15,81.81,1.49
43540-3-70,35.6,,53.07,25.95,168.36,0.15,81.43,1.49
43540-3-70,35.7,,53.11,25.81,168.32,0.15,81.36,1.5
43540-3-70,35.8,,53.16,25.66,168.33,0.16,81.75,1.51
43540-3-70,35.9,,53.2,25.5,168.51,0.16,82.71,1.51
43540-3-70,36.0,,53.25,25.35,168.92,0.16,84.4,1.52
43540-3-70,36.1,,53.29,25.19,169.45,0.16,86.79,1.52
43540-3-70,36.2,,53.32,25.04,170.13,0.16,89.93,1.52
43540-3-70,36.3,,53.36,24.9,170.78,0.15,93.93,1.51
43540-3-70,36.4,,53.38,24.75,171.43,0.15,98.48,1.51
43540-3-70,36.5,,53.4,24.61,172.2,0.14,103.73,1.53
43540-3-70,36.6,,53.42,24.46,173.25,0.15,109.49,1.54
43540-3-70,36.7,,53.43,24.31,174.48,0.15,115.42,1.55
43540-3-70,36.8,,53.44,24.17,175.3,0.15,121.34,1.57
43540-3-70,36.9,,53.44,24.01,176.27,0.15,127.06,1.58
43540-3-70,37.0,,53.44,23.86,177.15,0.16,132.28,1.58
43540-3-70,37.1,,53.44,23.7,178.16,0.15,136.84,1.57
43540-3-70,37.2,,53.44,23.56,179.05,0.15,140.81,1.58
43540-3-70,37.3,,53.44,23.4,179.79,0.15,144.13,1.59
43540-3-70,37.4,,53.45,23.23,180.31,0.17,146.74,1.6
43540-3-70,37.5,,53.44,23.06,180.81,0.17,148.55,1.61
43540-3-70,37.6,,53.43,22.88,181.23,0.18,149.69,1.62
43540-3-70,37.7,,53.43,22.68,181.69,0.19,149.96,1.62
43540-3-70,37.8,,53.43,22.51,181.99,0.17,149.31,1.62
43540-3-70,37.9,,53.43,22.36,182.08,0.16,147.96,1.61
43540-3-70,38.0,,53.41,22.21,182.15,0.14,145.84,1.61
43540-3-70,38.1,,53.4,22.05,182.14,0.16,143.14,1.63
43540-3-70,38.2,,53.39,21.89,182.1,0.16,140.02,1.65
43540-3-70,38.3,,53.39,21.73,182.07,0.17,136.49,1.65
43540-3-70,38.4,,53.38,21.57,181.74,0.16,132.35,1.65
43540-3-70,38.5,,53.37,21.41,181.35,0.16,127.74,1.64
43540-3-70,38.6,,53.35,21.25,181.42,0.16,122.62,1.62
43540-3-70,38.7,,53.34,21.1,180.87,0.15,117.27,1.62
43540-3-70,38.8,,53.33,20.96,180.15,0.15,111.72,1.63
43540-3-70,38.9,,53.33,20.8,179.19,0.16,106.44,1.64
43540-3-70,39.0,,53.33,20.62,178.32,0.18,101.79,1.65
43540-3-70,39.1,,53.33,20.43,177.58,0.19,97.69,1.66
43540-3-70,39.2,,53.34,20.26,176.66,0.17,94.17,1.66
43540-3-70,39.3,,53.35,20.1,175.63,0.17,91.15,1.66
43540-3-70,39.4,,53.36,19.93,174.57,0.16,88.37,1.67
43540-3-70,39.5,,53.36,19.77,173.38,0.17,85.71,1.68
43540-3-70,39.6,,53.39,19.6,172.26,0.17,83.25,1.7
43540-3-70,39.7,,53.42,19.43,171.09,0.17,81.0,1.72
43540-3-70,39.8,,53.45,19.26,170.09,0.17,79.1,1.73
43540-3-70,39.9,,53.49,19.09,169.08,0.18,77.35,1.73
43540-3-70,40.0,,53.52,18.91,168.25,0.18,75.83,1.72
43540-3-70,40.1,,53.56,18.74,167.36,0.18,74.24,1.73
43540-3-70,40.2,,53.61,18.58,166.56,0.17,72.39,1.73
43540-3-70,40.3,,53.65,18.41,165.73,0.17,70.32,1.74
43540-3-70,40.4,,53.7,18.24,164.84,0.18,68.09,1.75
43540-3-70,40.5,,53.75,18.07,164.31,0.18,65.87,1.75
43540-3-70,40.6,,53.81,17.9,163.7,0.18,63.84,1.75
43540-3-70,40.7,,53.87,17.73,163.11,0.18,62.1,1.74
43540-3-70,40.8,,53.92,17.56,162.64,0.17,60.63,1.74
43540-3-70,40.9,,53.96,17.39,162.17,0.17,59.38,1.74
43540-3-70,41.0,,54.02,17.23,161.78,0.18,58.47,1.73
43540-3-70,41.1,,54.07,17.06,161.46,0.18,57.79,1.73
43540-3-70,41.2,,54.13,16.89,161.08,0.18,57.26,1.73
43540-3-70,41.3,,54.18,16.73,160.65,0.17,56.87,1.73
43540-3-70,41.4,,54.24,16.56,160.23,0.17,56.71,1.72
43540-3-70,41.5,,54.3,16.41,160.0,0.17,56.7,1.72
43540-3-70,41.6,,54.37,16.25,159.46,0.17,56.89,1.71
43540-3-70,41.7,,54.42,16.1,158.82,0.17,57.18,1.71
43540-3-70,41.8,,54.48,15.94,158.5,0.17,57.49,1.71
43540-3-70,41.9,,54.54,15.78,158.05,0.17,57.76,1.71
43540-3-70,42.0,,54.6,15.62,157.3,0.17,58.01,1.71
43540-3-70,42.1,,54.66,15.46,156.6,0.17,58.22,1.71
43540-3-70,42.2,,54.73,15.3,155.92,0.17,58.26,1.71
43540-3-70,42.3,,54.8,15.15,155.27,0.17,58.16,1.71
43540-3-70,42.4,,54.87,14.99,154.98,0.17,57.95,1.71
43540-3-70,42.5,,54.95,14.84,154.72,0.17,57.64,1.71
43540-3-70,42.6,,55.03,14.69,154.27,0.17,57.31,1.72
43540-3-70,42.7,,55.1,14.52,153.78,0.18,57.02,1.72
43540-3-70,42.8,,55.17,14.37,153.63,0.17,56.76,1.72
43540-3-70,42.9,,55.26,14.22,153.43,0.17,56.51,1.72
43540-3-70,43.0,,55.35,14.07,153.45,0.17,56.19,1.73
43540-3-70,43.1,,55.44,13.92,153.58,0.18,55.84,1.73
43540-3-70,43.2,,55.52,13.77,153.82,0.17,55.42,1.73
43540-3-70,43.3,,55.6,13.62,154.07,0.17,55.05,1.74
43540-3-70,43.4,,55.68,13.47,154.59,0.17,54.87,1.74
43540-3-70,43.5,,55.77,13.31,155.13,0.17,54.98,1.74
43540-3-70,43.6,,55.85,13.16,155.33,0.17,55.15,1.73
43540-3-70,43.7,,55.91,13.0,156.06,0.17,55.38,1.73
43540-3-70,43.8,,55.99,12.84,157.17,0.17,55.76,1.73
43540-3-70,43.9,,56.05,12.68,158.4,0.17,56.46,1.74
43540-3-70,44.0,,56.12,12.52,159.3,0.18,57.46,1.74
43540-3-71,0.0,huddle_start_offense,101.31,28.33,119.71,0.0,269.93,0.04
43540-3-71,0.1,,101.32,28.32,115.59,0.0,269.52,0.05
43540-3-71,0.2,,101.32,28.32,112.29,0.0,269.13,0.05
43540-3-71,0.3,,101.33,28.32,109.72,0.0,268.78,0.04
43540-3-71,0.4,,101.33,28.32,108.14,0.0,268.45,0.04
43540-3-71,0.5,,101.34,28.32,107.84,0.0,268.13,0.04
43540-3-71,0.6,,101.34,28.32,107.45,0.0,267.83,0.04
43540-3-71,0.7,,101.34,28.32,107.56,0.0,267.54,0.04
43540-3-71,0.8,,101.35,28.32,107.44,0.0,267.28,0.03
43540-3-71,0.9,,101.35,28.32,107.01,0.0,267.03,0.03
43540-3-71,1.0,,101.35,28.31,106.3,0.0,266.8,0.03
43540-3-71,1.1,,101.36,28.31,105.48,0.0,266.6,0.03
43540-3-71,1.2,,101.36,28.31,104.17,0.0,266.41,0.03
43540-3-71,1.3,,101.36,28.31,102.55,0.0,266.25,0.02
43540-3-71,1.4,,101.36,28.31,100.61,0.0,266.1,0.02
43540-3-71,1.5,,101.36,28.31,98.45,0.0,265.98,0.02
43540-3-71,1.6,,101.36,28.31,96.0,0.0,265.87,0.02
43540-3-71,1.7,,101.36,28.31,93.45,0.0,265.77,0.02
43540-3-71,1.8,,101.37,28.31,90.06,0.0,265.7,0.02
43540-3-71,1.9,,101.37,28.31,86.39,0.0,265.64,0.02
43540-3-71,2.0,,101.37,28.31,82.68,0.0,265.59,0.02
43540-3-71,2.1,,101.37,28.31,78.8,0.0,265.55,0.02
43540-3-71,2.2,,101.37,28.31,75.18,0.0,265.52,0.02
43540-3-71,2.3,,101.37,28.31,71.78,0.0,265.48,0.02
43540-3-71,2.4,,101.38,28.31,68.41,0.0,265.45,0.02
43540-3-71,2.5,,101.38,28.31,65.28,0.0,265.42,0.02
43540-3-71,2.6,,101.38,28.31,61.67,0.0,265.39,0.02
43540-3-71,2.7,,101.38,28.32,57.99,0.0,265.36,0.02
43540-3-71,2.8,,101.39,28.32,53.61,0.0,265.32,0.02
43540-3-71,2.9,,101.39,28.32,48.62,0.0,265.29,0.02
43540-3-71,3.0,,101.39,28.32,43.57,0.0,265.24,0.02
43540-3-71,3.1,,101.39,28.32,37.99,0.0,265.2,0.02
43540-3-71,3.2,,101.39,28.32,31.3,0.0,265.14,0.01
43540-3-71,3.3,,101.39,28.32,23.89,0.0,265.09,0.01
43540-3-71,3.4,,101.39,28.32,15.85,0.0,265.05,0.01
43540-3-71,3.5,,101.39,28.32,7.35,0.0,265.01,0.01
43540-3-71,3.6,,101.39,28.33,358.1,0.0,264.98,0.01
43540-3-71,3.7,,101.39,28.33,350.28,0.0,264.96,0.02
43540-3-71,3.8,,101.39,28.33,343.58,0.0,264.95,0.02
43540-3-71,3.9,,101.39,28.33,337.92,0.0,264.94,0.02
43540-3-71,4.0,,101.39,28.33,334.1,0.0,264.95,0.02
43540-3-71,4.1,,101.39,28.33,330.71,0.0,264.98,0.02
43540-3-71,4.2,,101.39,28.34,329.01,0.0,265.01,0.02
43540-3-71,4.3,,101.39,28.34,327.41,0.0,265.05,0.02
43540-3-71,4.4,,101.39,28.34,328.13,0.0,265.09,0.02
43540-3-71,4.5,,101.38,28.34,329.88,0.0,265.12,0.02
43540-3-71,4.6,,101.38,28.34,331.79,0.0,265.14,0.02
43540-3-71,4.7,,101.38,28.35,337.3,0.0,265.15,0.01
43540-3-71,4.8,,101.38,28.35,345.78,0.0,265.14,0.01
43540-3-71,4.9,,101.38,28.35,359.85,0.0,265.12,0.01
43540-3-71,5.0,,101.38,28.35,18.15,0.0,265.07,0.01
43540-3-71,5.1,,101.38,28.35,38.76,0.0,264.97,0.01
43540-3-71,5.2,,101.37,28.35,57.82,0.0,264.83,0.01
43540-3-71,5.3,,101.38,28.35,72.21,0.0,264.64,0.01
43540-3-71,5.4,,101.38,28.35,81.6,0.0,264.39,0.02
43540-3-71,5.5,,101.38,28.35,87.34,0.0,264.09,0.02
43540-3-71,5.6,,101.38,28.35,91.04,0.0,263.72,0.03
43540-3-71,5.7,,101.39,28.35,93.29,0.0,263.28,0.03
43540-3-71,5.8,,101.39,28.35,94.86,0.0,262.78,0.03
43540-3-71,5.9,,101.39,28.35,95.96,0.0,262.22,0.03
43540-3-71,6.0,,101.4,28.35,96.64,0.01,261.59,0.04
43540-3-71,6.1,,101.4,28.35,97.09,0.01,260.92,0.04
43540-3-71,6.2,,101.41,28.35,97.34,0.01,260.22,0.04
43540-3-71,6.3,,101.42,28.35,97.21,0.01,259.5,0.04
43540-3-71,6.4,,101.42,28.35,96.43,0.01,258.8,0.04
43540-3-71,6.5,,101.43,28.34,95.39,0.0,258.11,0.03
43540-3-71,6.6,,101.43,28.34,94.14,0.0,257.47,0.03
43540-3-71,6.7,,101.43,28.34,92.37,0.0,256.87,0.03
43540-3-71,6.8,,101.44,28.34,90.01,0.0,256.33,0.03
43540-3-71,6.9,,101.44,28.34,86.64,0.0,255.86,0.02
43540-3-71,7.0,,101.44,28.34,81.64,0.0,255.46,0.02
43540-3-71,7.1,,101.44,28.34,73.78,0.0,255.12,0.02
43540-3-71,7.2,,101.44,28.34,61.09,0.0,254.85,0.01
43540-3-71,7.3,,101.44,28.35,42.25,0.0,254.65,0.01
43540-3-71,7.4,,101.44,28.35,19.96,0.0,254.5,0.01
43540-3-71,7.5,,101.44,28.35,1.31,0.0,254.39,0.01
43540-3-71,7.6,,101.44,28.35,348.21,0.0,254.32,0.01
43540-3-71,7.7,,101.44,28.35,340.89,0.0,254.27,0.01
43540-3-71,7.8,,101.44,28.35,336.61,0.0,254.25,0.01
43540-3-71,7.9,,101.44,28.35,334.01,0.0,254.26,0.02
43540-3-71,8.0,,101.44,28.36,332.34,0.0,254.3,0.02
43540-3-71,8.1,,101.43,28.36,332.36,0.0,254.37,0.02
43540-3-71,8.2,,101.43,28.36,332.53,0.0,254.47,0.02
43540-3-71,8.3,,101.43,28.36,332.9,0.0,254.61,0.02
43540-3-71,8.4,,101.43,28.36,334.27,0.0,254.77,0.02
43540-3-71,8.5,,101.43,28.36,336.24,0.0,254.96,0.02
43540-3-71,8.6,,101.43,28.37,338.23,0.0,255.16,0.01
43540-3-71,8.7,,101.43,28.37,340.19,0.0,255.39,0.01
43540-3-71,8.8,,101.43,28.37,338.24,0.0,255.64,0.01
43540-3-71,8.9,,101.43,28.37,338.41,0.0,255.9,0.01
43540-3-71,9.0,,101.43,28.37,336.26,0.0,256.17,0.01
43540-3-71,9.1,,101.43,28.37,331.57,0.0,256.44,0.01
43540-3-71,9.2,,101.43,28.37,326.96,0.0,256.7,0.01
43540-3-71,9.3,,101.43,28.37,324.53,0.0,256.95,0.01
43540-3-71,9.4,,101.43,28.38,322.27,0.0,257.19,0.01
43540-3-71,9.5,,101.43,28.38,319.7,0.0,257.42,0.01
43540-3-71,9.6,,101.43,28.38,315.15,0.0,257.64,0.01
